No.,DOB,Age, Fund Value , Salary , Contributions ,EE, ER , Years ,Retirement age
259,8/21/1988,38.00," 611,733.05 "," 86,067.00 "," 20,656.08 ",8%,16%,22.00,60
260,9/9/1986,40.00," 611,733.05 "," 86,067.00 "," 20,656.08 ",8%,16%,20.00,60
261,1/1/1971,55.00," 611,733.05 "," 86,067.00 "," 20,656.08 ",8%,16%,5.00,60
262,2/2/1976,50.00," 2,051,495.17 "," 214,486.00 "," 51,476.64 ",8%,16%,10.00,60
263,6/6/1987,39.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,21.00,60
264,8/28/1986,40.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,20.00,60
265,12/20/1986,40.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,20.00,60
266,7/1/1985,41.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,19.00,60
267,1/1/1978,48.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,12.00,60
268,6/2/1986,40.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,20.00,60
269,10/9/1987,39.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,21.00,60
270,1/20/1991,35.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,25.00,60
271,2/2/1988,38.00," 1,290,406.33 "," 132,420.00 "," 31,780.80 ",8%,16%,22.00,60
272,1/22/1987,39.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,21.00,60
273,10/10/1981,45.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,15.00,60
274,1/31/1988,38.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,22.00,60
275,1/1/1988,38.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,22.00,60
276,1/31/1986,40.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,20.00,60
277,5/29/1982,44.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,16.00,60
278,12/31/1984,42.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,18.00,60
279,8/25/1986,40.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,20.00,60
280,7/11/1983,43.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,17.00,60
281,10/11/1986,40.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,20.00,60
282,10/14/1978,48.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,12.00,60
283,2/4/1987,39.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,21.00,60
284,7/24/1990,36.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,24.00,60
285,12/22/1984,42.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,18.00,60
286,11/23/1986,40.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,20.00,60
287,1/8/1985,41.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,19.00,60
288,8/13/1987,39.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,21.00,60
289,6/25/1986,40.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,20.00,60
290,6/13/1984,42.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,18.00,60
291,10/1/1981,45.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,15.00,60
292,9/29/1984,42.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,18.00,60
293,1/1/1991,35.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,25.00,60
294,7/22/1989,37.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,23.00,60
295,6/22/1987,39.00," 1,292,600.49 "," 132,420.00 "," 31,780.80 ",8%,16%,21.00,60
296,12/24/1972,54.00," 9,970,459.55 "," 433,457.00 "," 104,029.68 ",8%,16%,6.00,60
297,9/19/1978,48.00," 3,800,362.64 "," 338,595.00 "," 81,262.80 ",8%,16%,12.00,60
298,1/25/1980,46.00," 4,869,303.41 "," 433,457.00 "," 104,029.68 ",8%,16%,14.00,60
299,10/25/1973,53.00," 4,554,561.00 "," 291,388.00 "," 69,933.12 ",8%,16%,7.00,60
300,6/28/1983,43.00," 8,435,854.87 "," 433,457.00 "," 104,029.68 ",8%,16%,17.00,60
301,8/7/1991,35.00," 986,336.49 "," 141,000.00 "," 33,840.00 ",8%,16%,25.00,60
302,10/26/1989,37.00," 960,688.17 "," 132,420.00 "," 31,780.80 ",8%,16%,23.00,60
303,7/31/1994,32.00," 421,506.89 "," 67,526.00 "," 16,206.24 ",8%,16%,28.00,60
304,3/10/1988,38.00," 953,582.55 "," 132,420.00 "," 31,780.80 ",8%,16%,22.00,60
305,10/2/1993,33.00," 395,325.94 "," 67,526.00 "," 16,206.24 ",8%,16%,27.00,60
306,4/10/1983,43.00," 952,744.66 "," 132,420.00 "," 31,780.80 ",8%,16%,17.00,60
307,7/25/1994,32.00," 1,518,248.19 "," 214,486.00 "," 51,476.64 ",8%,16%,28.00,60
308,10/27/1984,42.00," 953,168.72 "," 132,420.00 "," 31,780.80 ",8%,16%,18.00,60
309,11/24/1989,37.00," 1,517,598.00 "," 214,486.00 "," 51,476.64 ",8%,16%,23.00,60
310,6/11/1989,37.00," 1,925,204.74 "," 255,763.00 "," 61,383.12 ",8%,16%,23.00,60
311,9/18/1982,44.00," 1,909,700.66 "," 264,328.00 "," 63,438.72 ",8%,16%,16.00,60
312,11/13/1981,45.00," 2,942,431.78 "," 286,721.00 "," 68,813.04 ",8%,16%,15.00,60
313,2/12/1980,46.00," 3,027,220.71 "," 386,026.00 "," 92,646.24 ",8%,16%,14.00,60
314,10/20/1980,46.00," 1,602,090.71 "," 255,763.00 "," 61,383.12 ",8%,16%,14.00,60
315,6/20/1990,36.00," 639,063.63 "," 115,005.00 "," 27,601.20 ",8%,16%,24.00,60
316,8/1/1976,50.00," 432,621.38 "," 73,185.00 "," 17,564.40 ",8%,16%,10.00,60
317,10/28/1983,43.00," 2,156,580.49 "," 338,595.00 "," 81,262.80 ",8%,16%,17.00,60
318,3/27/1993,33.00," 2,170,588.73 "," 255,763.00 "," 61,383.12 ",8%,16%,27.00,60
319,1/2/1990,36.00," 626,557.92 "," 115,005.00 "," 27,601.20 ",8%,16%,24.00,60
320,1/1/1988,38.00," 626,557.92 "," 115,005.00 "," 27,601.20 ",8%,16%,22.00,60
321,1/1/1974,52.00," 3,021,984.01 "," 255,763.00 "," 61,383.12 ",8%,16%,8.00,60
322,12/7/1993,33.00," 619,262.19 "," 115,005.00 "," 27,601.20 ",8%,16%,27.00,60
323,2/9/1988,38.00," 1,536,421.32 "," 264,328.00 "," 63,438.72 ",8%,16%,22.00,60
324,11/14/1987,39.00," 1,371,493.71 "," 255,763.00 "," 61,383.12 ",8%,16%,21.00,60
325,5/29/1981,45.00," 147,406.90 "," 37,648.00 "," 9,035.52 ",8%,16%,15.00,60
326,9/19/1990,36.00," 242,270.59 "," 67,526.00 "," 16,206.24 ",8%,16%,24.00,60
327,9/2/1980,46.00," 242,270.59 "," 67,526.00 "," 16,206.24 ",8%,16%,14.00,60
328,9/1/1981,45.00," 242,270.59 "," 67,526.00 "," 16,206.24 ",8%,16%,15.00,60
329,7/7/1984,42.00," 970,004.08 "," 182,110.00 "," 43,706.40 ",8%,16%,18.00,60
330,8/31/1987,39.00," 242,270.59 "," 67,526.00 "," 16,206.24 ",8%,16%,21.00,60
331,8/5/1982,44.00," 206,007.07 "," 41,352.00 "," 9,924.48 ",8%,16%,16.00,60
332,1/1/1989,37.00," 242,270.59 "," 67,526.00 "," 16,206.24 ",8%,16%,23.00,60
333,1/10/1982,44.00," 242,270.59 "," 67,526.00 "," 16,206.24 ",8%,16%,16.00,60
334,8/14/1983,43.00," 188,818.37 "," 37,648.00 "," 9,035.52 ",8%,16%,17.00,60
335,4/2/1984,42.00," 229,559.81 "," 67,526.00 "," 16,206.24 ",8%,16%,18.00,60
336,8/20/1975,51.00," 206,007.07 "," 41,352.00 "," 9,924.48 ",8%,16%,9.00,60
337,12/27/1987,39.00," 206,007.07 "," 41,352.00 "," 9,924.48 ",8%,16%,21.00,60
338,6/1/1981,45.00," 188,818.37 "," 37,648.00 "," 9,035.52 ",8%,16%,15.00,60
339,5/30/1976,50.00," 242,270.59 "," 67,526.00 "," 16,206.24 ",8%,16%,10.00,60
340,8/28/1984,42.00," 242,270.59 "," 67,526.00 "," 16,206.24 ",8%,16%,18.00,60
341,12/15/1985,41.00," 239,045.59 "," 67,526.00 "," 16,206.24 ",8%,16%,19.00,60
342,11/12/1980,46.00," 239,045.59 "," 67,526.00 "," 16,206.24 ",8%,16%,14.00,60
343,6/19/1980,46.00," 242,270.59 "," 67,526.00 "," 16,206.24 ",8%,16%,14.00,60
344,1/17/1987,39.00," 232,595.59 "," 67,526.00 "," 16,206.24 ",8%,16%,21.00,60
345,2/28/1986,40.00," 242,270.59 "," 67,526.00 "," 16,206.24 ",8%,16%,20.00,60
346,7/7/1970,56.00," 206,007.07 "," 41,352.00 "," 9,924.48 ",8%,16%,4.00,60
347,1/26/1971,55.00," 720,572.66 "," 132,420.00 "," 31,780.80 ",8%,16%,5.00,60
348,4/12/1969,57.00," 970,004.08 "," 182,110.00 "," 43,706.40 ",8%,16%,3.00,60
349,7/19/1985,41.00," 970,004.08 "," 182,110.00 "," 43,706.40 ",8%,16%,19.00,60
350,7/31/1967,59.00," 1,365,190.59 "," 250,797.00 "," 60,191.28 ",8%,16%,1.00,60
351,1/13/1976,50.00," 459,444.16 "," 86,067.00 "," 20,656.08 ",8%,16%,10.00,60
352,8/23/1980,46.00," 459,444.16 "," 86,067.00 "," 20,656.08 ",8%,16%,14.00,60
353,4/4/1968,58.00," 459,444.16 "," 86,067.00 "," 20,656.08 ",8%,16%,2.00,60
354,10/31/1981,45.00," 488,943.12 "," 92,508.00 "," 22,201.92 ",8%,16%,15.00,60
355,12/20/1981,45.00," 488,943.12 "," 92,508.00 "," 22,201.92 ",8%,16%,15.00,60
356,1/1/1984,42.00," 459,444.16 "," 86,067.00 "," 20,656.08 ",8%,16%,18.00,60
357,6/10/1987,39.00," 459,444.16 "," 86,067.00 "," 20,656.08 ",8%,16%,21.00,60
358,7/14/1989,37.00," 459,444.16 "," 86,067.00 "," 20,656.08 ",8%,16%,23.00,60
359,12/17/1980,46.00," 459,444.16 "," 86,067.00 "," 20,656.08 ",8%,16%,14.00,60
360,7/2/1982,44.00," 459,444.16 "," 86,067.00 "," 20,656.08 ",8%,16%,16.00,60
361,9/18/1973,53.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,7.00,60
362,10/4/1984,42.00," 379,854.36 "," 86,067.00 "," 20,656.08 ",8%,16%,18.00,60
363,10/8/1982,44.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,16.00,60
364,8/8/1983,43.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,17.00,60
365,11/20/1984,42.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,18.00,60
366,9/27/1985,41.00," 530,392.00 "," 141,000.00 "," 33,840.00 ",8%,16%,19.00,60
367,7/14/1982,44.00," 488,943.12 "," 92,508.00 "," 22,201.92 ",8%,16%,16.00,60
368,9/4/1981,45.00," 459,444.16 "," 86,067.00 "," 20,656.08 ",8%,16%,15.00,60
369,11/24/1972,54.00," 488,943.12 "," 92,508.00 "," 22,201.92 ",8%,16%,6.00,60
370,2/1/1983,43.00," 488,943.12 "," 92,508.00 "," 22,201.92 ",8%,16%,17.00,60
371,7/4/1984,42.00," 459,444.16 "," 86,067.00 "," 20,656.08 ",8%,16%,18.00,60
372,12/5/1986,40.00," 459,444.16 "," 86,067.00 "," 20,656.08 ",8%,16%,20.00,60
373,4/4/1984,42.00," 459,444.16 "," 86,067.00 "," 20,656.08 ",8%,16%,18.00,60
374,5/1/1981,45.00," 454,964.43 "," 86,067.00 "," 20,656.08 ",8%,16%,15.00,60
375,9/20/1979,47.00," 488,943.12 "," 92,508.00 "," 22,201.92 ",8%,16%,13.00,60
376,1/1/1977,49.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,11.00,60
377,6/25/1982,44.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,16.00,60
378,3/8/1981,45.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,15.00,60
379,7/13/1972,54.00," 380,068.13 "," 72,624.00 "," 17,429.76 ",8%,16%,6.00,60
380,10/23/1975,51.00," 357,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,9.00,60
381,5/4/1975,51.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,9.00,60
382,1/1/1986,40.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,20.00,60
383,11/27/1986,40.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,20.00,60
384,3/15/1984,42.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,18.00,60
385,12/8/1977,49.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,11.00,60
386,8/18/1976,50.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,10.00,60
387,12/12/1982,44.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,16.00,60
388,1/21/1987,39.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,21.00,60
389,12/4/1984,42.00," 379,854.36 "," 86,067.00 "," 20,656.08 ",8%,16%,18.00,60
390,12/2/1975,51.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,9.00,60
391,5/10/1982,44.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,16.00,60
392,4/25/1969,57.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,3.00,60
393,2/17/1971,55.00," 379,854.36 "," 86,067.00 "," 20,656.08 ",8%,16%,5.00,60
394,12/2/1981,45.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,15.00,60
395,5/28/1983,43.00," 380,068.13 "," 72,624.00 "," 17,429.76 ",8%,16%,17.00,60
396,5/8/1982,44.00," 448,552.20 "," 141,000.00 "," 33,840.00 ",8%,16%,16.00,60
397,8/1/1986,40.00," 360,322.68 "," 79,626.00 "," 19,110.24 ",8%,16%,20.00,60
398,6/22/1986,40.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,20.00,60
399,3/29/1979,47.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,13.00,60
400,9/12/1974,52.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,8.00,60
401,5/24/1983,43.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,17.00,60
402,7/17/1981,45.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,15.00,60
403,1/1/1982,44.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,16.00,60
404,10/2/1983,43.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,17.00,60
405,12/8/1990,36.00," 399,180.77 "," 86,067.00 "," 20,656.08 ",8%,16%,24.00,60
406,2/20/1977,49.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,11.00,60
407,4/28/1984,42.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,18.00,60
408,8/24/1984,42.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,18.00,60
409,3/25/1983,43.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,17.00,60
410,1/1/1982,44.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,16.00,60
411,12/21/1978,48.00," 397,455.77 "," 86,067.00 "," 20,656.08 ",8%,16%,12.00,60
412,6/22/1982,44.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,16.00,60
413,1/7/1984,42.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,18.00,60
414,11/3/1984,42.00," 377,604.36 "," 86,067.00 "," 20,656.08 ",8%,16%,18.00,60
415,8/25/1980,46.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,14.00,60
416,12/30/1983,43.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,17.00,60
417,5/5/1968,58.00," 371,836.09 "," 67,526.00 "," 16,206.24 ",8%,16%,2.00,60
418,12/7/1977,49.00," 379,854.36 "," 86,067.00 "," 20,656.08 ",8%,16%,11.00,60
419,5/5/1982,44.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,16.00,60
420,11/11/1989,37.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,23.00,60
421,11/28/1981,45.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,15.00,60
422,4/9/1968,58.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,2.00,60
423,2/14/1981,45.00," 380,068.13 "," 72,624.00 "," 17,429.76 ",8%,16%,15.00,60
424,1/29/1981,45.00," 377,604.36 "," 86,067.00 "," 20,656.08 ",8%,16%,15.00,60
425,6/13/1976,50.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,10.00,60
426,12/7/1976,50.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,10.00,60
427,5/10/1983,43.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,17.00,60
428,1/1/1984,42.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,18.00,60
429,9/16/1980,46.00," 360,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,14.00,60
430,7/8/1988,38.00," 367,672.68 "," 79,626.00 "," 19,110.24 ",8%,16%,22.00,60
431,11/19/1987,39.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,21.00,60
432,5/28/1980,46.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,14.00,60
433,12/12/1972,54.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,6.00,60
434,8/3/1982,44.00," 360,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,16.00,60
435,11/22/1974,52.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,8.00,60
436,12/12/1977,49.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,11.00,60
437,12/15/1984,42.00," 360,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,18.00,60
438,8/10/1967,59.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,1.00,60
439,7/9/1977,49.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,11.00,60
440,10/11/1982,44.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,16.00,60
441,5/18/1982,44.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,16.00,60
442,7/6/1984,42.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,18.00,60
443,6/15/1978,48.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,12.00,60
444,5/26/1981,45.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,15.00,60
445,8/8/1982,44.00," 365,572.68 "," 79,626.00 "," 19,110.24 ",8%,16%,16.00,60
446,9/19/1985,41.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,19.00,60
447,8/16/1984,42.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,18.00,60
448,10/26/1968,58.00," 354,514.68 "," 67,526.00 "," 16,206.24 ",8%,16%,2.00,60
449,9/25/1981,45.00," 363,175.38 "," 67,526.00 "," 16,206.24 ",8%,16%,15.00,60
450,6/17/1987,39.00," 169,391.90 "," 37,648.00 "," 9,035.52 ",8%,16%,21.00,60
451,1/1/1980,46.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,14.00,60
452,7/27/1992,34.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,26.00,60
453,1/1/1980,46.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,14.00,60
454,1/1/1980,46.00," 392,252.19 "," 86,067.00 "," 20,656.08 ",8%,16%,14.00,60
455,12/27/1985,41.00," 392,603.18 "," 86,067.00 "," 20,656.08 ",8%,16%,19.00,60
456,1/1/1980,46.00," 165,003.66 "," 37,648.00 "," 9,035.52 ",8%,16%,14.00,60
457,10/10/1999,27.00," 165,003.66 "," 37,648.00 "," 9,035.52 ",8%,16%,33.00,60
458,1/1/1979,47.00," 177,003.66 "," 37,648.00 "," 9,035.52 ",8%,16%,13.00,60
459,1/1/1980,46.00," 392,603.18 "," 86,067.00 "," 20,656.08 ",8%,16%,14.00,60
460,2/25/1997,29.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,31.00,60
461,11/15/1988,38.00," 1,150,453.22 "," 250,797.00 "," 60,191.28 ",8%,16%,22.00,60
462,1/1/1980,46.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,14.00,60
463,1/1/1980,46.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,14.00,60
464,2/28/1990,36.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,24.00,60
465,1/1/1980,46.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,14.00,60
466,6/15/1983,43.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,17.00,60
467,12/12/1991,35.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,25.00,60
468,1/1/1980,46.00," 392,603.18 "," 86,067.00 "," 20,656.08 ",8%,16%,14.00,60
469,1/1/1980,46.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,14.00,60
470,12/3/1992,34.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,26.00,60
471,1/1/1980,46.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,14.00,60
472,1/1/1980,46.00," 797,789.44 "," 193,848.00 "," 46,523.52 ",8%,16%,14.00,60
473,1/1/1980,46.00," 392,603.18 "," 86,067.00 "," 20,656.08 ",8%,16%,14.00,60
474,1/1/1980,46.00," 848,210.02 "," 171,833.00 "," 41,239.92 ",8%,16%,14.00,60
475,7/23/1984,42.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,18.00,60
476,1/1/1990,36.00," 403,875.67 "," 86,067.00 "," 20,656.08 ",8%,16%,24.00,60
477,2/28/1993,33.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,27.00,60
478,4/11/1982,44.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,16.00,60
479,4/19/1991,35.00," 381,948.72 "," 86,067.00 "," 20,656.08 ",8%,16%,25.00,60
480,1/1/1980,46.00," 392,603.18 "," 86,067.00 "," 20,656.08 ",8%,16%,14.00,60
481,12/7/1991,35.00," 392,603.18 "," 86,067.00 "," 20,656.08 ",8%,16%,25.00,60
482,1/1/1980,46.00," 392,603.18 "," 86,067.00 "," 20,656.08 ",8%,16%,14.00,60
483,1/1/1980,46.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,14.00,60
484,10/27/1983,43.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,17.00,60
485,1/1/1980,46.00," 1,006,947.39 "," 214,486.00 "," 51,476.64 ",8%,16%,14.00,60
486,1/1/1980,46.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,14.00,60
487,1/1/1980,46.00," 1,088,958.64 "," 250,797.00 "," 60,191.28 ",8%,16%,14.00,60
488,1/1/1980,46.00," 1,150,453.22 "," 250,797.00 "," 60,191.28 ",8%,16%,14.00,60
489,8/13/1992,34.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,26.00,60
490,1/1/1980,46.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,14.00,60
491,1/1/1980,46.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,14.00,60
492,1/1/1980,46.00," 392,603.18 "," 86,067.00 "," 20,656.08 ",8%,16%,14.00,60
493,1/1/1980,46.00," 392,603.18 "," 86,067.00 "," 20,656.08 ",8%,16%,14.00,60
494,1/1/1980,46.00," 392,603.18 "," 86,067.00 "," 20,656.08 ",8%,16%,14.00,60
495,1/1/1980,46.00," 392,603.18 "," 86,067.00 "," 20,656.08 ",8%,16%,14.00,60
496,1/1/1980,46.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,14.00,60
497,1/1/1980,46.00," 392,603.18 "," 86,067.00 "," 20,656.08 ",8%,16%,14.00,60
498,1/1/1980,46.00," 766,693.36 "," 171,833.00 "," 41,239.92 ",8%,16%,14.00,60
499,1/1/1980,46.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,14.00,60
500,4/19/1992,34.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,26.00,60
501,5/5/1970,56.00," 304,885.75 "," 67,526.00 "," 16,206.24 ",8%,16%,4.00,60
502,1/1/1980,46.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,14.00,60
503,1/1/1980,46.00," 392,603.18 "," 86,067.00 "," 20,656.08 ",8%,16%,14.00,60
504,2/14/1983,43.00," 392,603.18 "," 86,067.00 "," 20,656.08 ",8%,16%,17.00,60
505,1/1/1980,46.00," 392,603.18 "," 86,067.00 "," 20,656.08 ",8%,16%,14.00,60
506,3/30/1991,35.00," 392,603.18 "," 86,067.00 "," 20,656.08 ",8%,16%,25.00,60
507,1/1/1980,46.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,14.00,60
508,3/1/1993,33.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,27.00,60
509,1/1/1980,46.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,14.00,60
510,9/28/1981,45.00," 1,150,453.22 "," 250,797.00 "," 60,191.28 ",8%,16%,15.00,60
511,1/1/1980,46.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,14.00,60
512,1/1/1980,46.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,14.00,60
513,1/1/1980,46.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,14.00,60
514,1/1/1980,46.00," 392,603.18 "," 86,067.00 "," 20,656.08 ",8%,16%,14.00,60
515,1/1/1980,46.00," 165,003.66 "," 37,648.00 "," 9,035.52 ",8%,16%,14.00,60
516,9/24/1984,42.00," 832,322.44 "," 171,833.00 "," 41,239.92 ",8%,16%,18.00,60
517,9/7/1993,33.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,27.00,60
518,7/11/1990,36.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,24.00,60
519,1/1/1980,46.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,14.00,60
520,5/24/1976,50.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,10.00,60
521,1/1/1980,46.00," 1,150,453.22 "," 250,797.00 "," 60,191.28 ",8%,16%,14.00,60
522,1/1/1980,46.00," 1,150,453.22 "," 250,797.00 "," 60,191.28 ",8%,16%,14.00,60
523,1/1/1980,46.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,14.00,60
524,1/1/1980,46.00," 777,079.24 "," 171,833.00 "," 41,239.92 ",8%,16%,14.00,60
